DATE,Avg_Pos,Avg_Neg
31-10-2018,0.674541176,-0.404977778
01-11-2018,0.705600847,-0.458873913
02-11-2018,0.670831522,-0.6129
03-11-2018,0.68335,-0.761805556
04-11-2018,0.374241304,-0.679264
05-11-2018,0.538238983,-0.49568125
06-11-2018,0.610887879,-0.715285714
07-11-2018,0.68773871,-0.686814286
08-11-2018,0.776663492,-0.569904762
09-11-2018,0.698832292,-0.36533125
